"ALU_NOVAMATRICULA","ALU_ANO_EVASA","ALU_PERIODO_EVASAO","MAT_TUR_DIS_DISCIPLINA","DISCIPLINA","MAT_MEDIA_FINAL"
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1307151,"Leitura e Produção de Textos",8.3
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411181,"Laboratório de Programação II",8.7
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411168,"Programação II",7.4
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411176,"Gerência da Informação",8.2
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411170,"Teoria dos Grafos",5.4
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411186,"Projeto em Computação II",8
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411192,"Sistemas Operacionais",3.4
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411187,"Análise e Técnica de Algoritmos",5.4
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1305218,"Métodologia Científica",8
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1109113,"Matemática Discreta",5
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1108089,"Fundamentos de Física Clássica",NA
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411167,"Programação I",7.9
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411180,"Laboratório de Programação I",7.8
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1114107,"Probabilidade e Estatistica",NA
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411178,"Sistemas de Informação I",7.2
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411172,"Estrutura de Dados e Algoritmos",5.7
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",7.6
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1108089,"Fundamentos de Física Clássica",5
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411171,"Teoria da Computação",6.6
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411193,"Banco de Dados I",7
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411195,"Sistemas de Informação II",7.4
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1108090,"Fundamentos de Física Moderna",7
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1114107,"Probabilidade e Estatistica",6.6
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411173,"Lógica Matemática",7
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1305219,"Direito e Cidadania",9.4
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411169,"Paradigmas de Ling. de Programação",7.8
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411192,"Sistemas Operacionais",3.5
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411196,"Inteligência Artificial I",4
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411196,"Inteligência Artificial I",3.6
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411192,"Sistemas Operacionais",0
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411192,"Sistemas Operacionais",4.2
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411196,"Inteligência Artificial I",0
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411188,"Métodos e Software Numéricos",7
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411192,"Sistemas Operacionais",6.6
"14c8b58c1ad97aa183b5939b5635d45d",2006,2,1411196,"Inteligência Artificial I",5.6
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411186,"Projeto em Computação II",9.8
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411188,"Métodos e Software Numéricos",7.83
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411197,"Aval. de Desempenho de Sistemas Discretos",9.2
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411196,"Inteligência Artificial I",8.5
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411185,"Projeto em Computação I",9.5
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411189,"Compiladores",8.3
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411191,"Interconexão de Redes de Computadores",7.1
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411184,"Lab. de Intercon. de Redes de Computadores",7.1
"2681e85fd93bfdf6959b9020a069568e",2004,1,1305219,"Direito e Cidadania",9
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411190,"Redes de Computadores",7.5
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411187,"Análise e Técnica de Algoritmos",7
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411183,"Laboratório de Engenharia de Software",9.2
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411194,"Banco de Dados II",8
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411192,"Sistemas Operacionais",7.6
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411174,"Introdução à Computação",8.7
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411167,"Programação I",9.5
"2681e85fd93bfdf6959b9020a069568e",2004,1,1109035,"Álgebra Vetorial e Geometria Analítica",9.5
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411180,"Laboratório de Programação I",8.1
"2681e85fd93bfdf6959b9020a069568e",2004,1,1307151,"Leitura e Produção de Textos",9
"2681e85fd93bfdf6959b9020a069568e",2004,1,1109103,"Cálculo Diferencial e Integral I",8.3
"2681e85fd93bfdf6959b9020a069568e",2004,1,1108089,"Fundamentos de Física Clássica",NA
"2681e85fd93bfdf6959b9020a069568e",2004,1,1109113,"Matemática Discreta",8.2
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411168,"Programação II",8.3
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411170,"Teoria dos Grafos",8.8
"2681e85fd93bfdf6959b9020a069568e",2004,1,1305218,"Métodologia Científica",9
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411181,"Laboratório de Programação II",8.2
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411171,"Teoria da Computação",9.3
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",8.8
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411176,"Gerência da Informação",8.3
"2681e85fd93bfdf6959b9020a069568e",2004,1,1108089,"Fundamentos de Física Clássica",8.1
"2681e85fd93bfdf6959b9020a069568e",2004,1,1114107,"Probabilidade e Estatistica",8.3
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411172,"Estrutura de Dados e Algoritmos",8.6
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411173,"Lógica Matemática",9.8
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411177,"Engenharia de Software I",9
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411178,"Sistemas de Informação I",9
"2681e85fd93bfdf6959b9020a069568e",2004,1,1108090,"Fundamentos de Física Moderna",8.4
"2681e85fd93bfdf6959b9020a069568e",2004,1,1114114,"Métodos Estatisticos",7.7
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411169,"Paradigmas de Ling. de Programação",9
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411175,"Org. e Arquitetura de Computadores I",8.6
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411195,"Sistemas de Informação II",8.5
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411193,"Banco de Dados I",8
"2681e85fd93bfdf6959b9020a069568e",2004,1,1305220,"Informática e Sociedade",9.7
"2681e85fd93bfdf6959b9020a069568e",2004,1,1411182,"Lab. de Org. e Arquitetura de Computadores",9.2
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411186,"Projeto em Computação II",9.8
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411196,"Inteligência Artificial I",7.9
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411185,"Projeto em Computação I",9.4
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411188,"Métodos e Software Numéricos",8
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411192,"Sistemas Operacionais",8.5
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411197,"Aval. de Desempenho de Sistemas Discretos",9.2
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411191,"Interconexão de Redes de Computadores",7
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411184,"Lab. de Intercon. de Redes de Computadores",7
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411194,"Banco de Dados II",8.7
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411187,"Análise e Técnica de Algoritmos",7.2
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1305219,"Direito e Cidadania",9
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411183,"Laboratório de Engenharia de Software",9
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411174,"Introdução à Computação",9.1
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411167,"Programação I",9.6
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1109035,"Álgebra Vetorial e Geometria Analítica",8.3
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411180,"Laboratório de Programação I",9.8
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1307151,"Leitura e Produção de Textos",9.3
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1109103,"Cálculo Diferencial e Integral I",9.3
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411168,"Programação II",8.8
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1108089,"Fundamentos de Física Clássica",8.5
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411181,"Laboratório de Programação II",9.4
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1109113,"Matemática Discreta",7
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411170,"Teoria dos Grafos",9.2
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1305218,"Métodologia Científica",9.3
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411171,"Teoria da Computação",8.9
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",8.8
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411172,"Estrutura de Dados e Algoritmos",7.7
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411176,"Gerência da Informação",8.5
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1114107,"Probabilidade e Estatistica",7
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1108090,"Fundamentos de Física Moderna",7.7
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411177,"Engenharia de Software I",9.3
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411178,"Sistemas de Informação I",9
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411182,"Lab. de Org. e Arquitetura de Computadores",8.3
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411169,"Paradigmas de Ling. de Programação",9
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411173,"Lógica Matemática",7.8
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411175,"Org. e Arquitetura de Computadores I",8.5
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1305220,"Informática e Sociedade",9
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1114114,"Métodos Estatisticos",7.4
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411189,"Compiladores",9.2
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411190,"Redes de Computadores",7
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411193,"Banco de Dados I",7.5
"c3b330e19f1ed0c3320f467bbe80204e",2003,2,1411195,"Sistemas de Informação II",8.9
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411187,"Análise e Técnica de Algoritmos",5
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411183,"Laboratório de Engenharia de Software",8.4
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411191,"Interconexão de Redes de Computadores",3.5
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411184,"Lab. de Intercon. de Redes de Computadores",3.5
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411194,"Banco de Dados II",5.1
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411192,"Sistemas Operacionais",0
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411195,"Sistemas de Informação II",7.3
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411187,"Análise e Técnica de Algoritmos",4.1
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411183,"Laboratório de Engenharia de Software",4.8
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411189,"Compiladores",5.2
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411190,"Redes de Computadores",5.3
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411197,"Aval. de Desempenho de Sistemas Discretos",8.1
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411177,"Engenharia de Software I",7
"6e79c5bea509a216a20c03356e5417cf",2005,1,1114114,"Métodos Estatisticos",5.6
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411169,"Paradigmas de Ling. de Programação",7.6
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411193,"Banco de Dados I",5.9
"6e79c5bea509a216a20c03356e5417cf",2005,1,1305220,"Informática e Sociedade",8.5
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411175,"Org. e Arquitetura de Computadores I",5
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411182,"Lab. de Org. e Arquitetura de Computadores",8.7
"6e79c5bea509a216a20c03356e5417cf",2005,1,1109035,"Álgebra Vetorial e Geometria Analítica",6.2
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411180,"Laboratório de Programação I",7
"6e79c5bea509a216a20c03356e5417cf",2005,1,1307151,"Leitura e Produção de Textos",6.7
"6e79c5bea509a216a20c03356e5417cf",2005,1,1109103,"Cálculo Diferencial e Integral I",7
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411174,"Introdução à Computação",7.1
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411167,"Programação I",7
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411170,"Teoria dos Grafos",7.1
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411181,"Laboratório de Programação II",3.6
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411168,"Programação II",1.2
"6e79c5bea509a216a20c03356e5417cf",2005,1,1109113,"Matemática Discreta",2.7
"6e79c5bea509a216a20c03356e5417cf",2005,1,1108089,"Fundamentos de Física Clássica",5.1
"6e79c5bea509a216a20c03356e5417cf",2005,1,1109113,"Matemática Discreta",6.6
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411168,"Programação II",7.6
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411176,"Gerência da Informação",8.5
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411181,"Laboratório de Programação II",7
"6e79c5bea509a216a20c03356e5417cf",2005,1,1305218,"Métodologia Científica",7.3
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",1.7
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411172,"Estrutura de Dados e Algoritmos",3.2
"6e79c5bea509a216a20c03356e5417cf",2005,1,1305219,"Direito e Cidadania",7
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411171,"Teoria da Computação",5.2
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411192,"Sistemas Operacionais",7.4
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411196,"Inteligência Artificial I",5
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411185,"Projeto em Computação I",8.1
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411191,"Interconexão de Redes de Computadores",5
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411184,"Lab. de Intercon. de Redes de Computadores",5
"6e79c5bea509a216a20c03356e5417cf",2005,1,1114107,"Probabilidade e Estatistica",5.3
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411172,"Estrutura de Dados e Algoritmos",5
"6e79c5bea509a216a20c03356e5417cf",2005,1,1108090,"Fundamentos de Física Moderna",6.6
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",5.6
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411173,"Lógica Matemática",6.2
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411178,"Sistemas de Informação I",6.1
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411186,"Projeto em Computação II",7.9
"6e79c5bea509a216a20c03356e5417cf",2005,1,1411188,"Métodos e Software Numéricos",7
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411197,"Aval. de Desempenho de Sistemas Discretos",7.8
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411196,"Inteligência Artificial I",8.5
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411188,"Métodos e Software Numéricos",7.83
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411186,"Projeto em Computação II",10
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411185,"Projeto em Computação I",9.9
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411189,"Compiladores",7
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411191,"Interconexão de Redes de Computadores",7.8
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411184,"Lab. de Intercon. de Redes de Computadores",7.8
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1305219,"Direito e Cidadania",7
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411183,"Laboratório de Engenharia de Software",9.3
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411187,"Análise e Técnica de Algoritmos",5.1
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411190,"Redes de Computadores",8
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411192,"Sistemas Operacionais",7.7
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411194,"Banco de Dados II",8.3
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411174,"Introdução à Computação",7.7
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411167,"Programação I",7.3
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1109035,"Álgebra Vetorial e Geometria Analítica",8
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411180,"Laboratório de Programação I",7
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1307151,"Leitura e Produção de Textos",8.5
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1109103,"Cálculo Diferencial e Integral I",7
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411168,"Programação II",7.6
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1108089,"Fundamentos de Física Clássica",NA
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1109113,"Matemática Discreta",5
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1305218,"Métodologia Científica",9
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411170,"Teoria dos Grafos",8.2
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411181,"Laboratório de Programação II",8.4
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411171,"Teoria da Computação",6.3
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",8.5
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1108089,"Fundamentos de Física Clássica",7.2
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1114107,"Probabilidade e Estatistica",5.3
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411172,"Estrutura de Dados e Algoritmos",7
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411176,"Gerência da Informação",8.3
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411178,"Sistemas de Informação I",9.2
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1108090,"Fundamentos de Física Moderna",8
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411173,"Lógica Matemática",9.2
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411169,"Paradigmas de Ling. de Programação",8.4
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1114114,"Métodos Estatisticos",6
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411177,"Engenharia de Software I",8
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411175,"Org. e Arquitetura de Computadores I",8.8
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411193,"Banco de Dados I",8
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411195,"Sistemas de Informação II",8.9
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1411182,"Lab. de Org. e Arquitetura de Computadores",9.5
"aeedb727bb51cdaaf16ead76b17d417b",2004,1,1305220,"Informática e Sociedade",9
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411186,"Projeto em Computação II",9.3
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411196,"Inteligência Artificial I",7.5
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411189,"Compiladores",7.5
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411197,"Aval. de Desempenho de Sistemas Discretos",7.4
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411188,"Métodos e Software Numéricos",7.8
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411191,"Interconexão de Redes de Computadores",9.1
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411185,"Projeto em Computação I",10
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411184,"Lab. de Intercon. de Redes de Computadores",9.1
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411167,"Programação I",9.5
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1307151,"Leitura e Produção de Textos",9.3
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411180,"Laboratório de Programação I",9.6
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1109113,"Matemática Discreta",8.1
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1305220,"Informática e Sociedade",10
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411176,"Gerência da Informação",8
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1108089,"Fundamentos de Física Clássica",6
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411170,"Teoria dos Grafos",7.4
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411168,"Programação II",8.2
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411178,"Sistemas de Informação I",7
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1305218,"Métodologia Científica",9
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411181,"Laboratório de Programação II",9.6
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411173,"Lógica Matemática",9.25
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1109103,"Cálculo Diferencial e Integral I",5.75
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411174,"Introdução à Computação",9.2
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1109035,"Álgebra Vetorial e Geometria Analítica",7.1
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1114107,"Probabilidade e Estatistica",9.1
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411172,"Estrutura de Dados e Algoritmos",8.8
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411195,"Sistemas de Informação II",8
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1108090,"Fundamentos de Física Moderna",7.2
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411193,"Banco de Dados I",8.4
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411171,"Teoria da Computação",8
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",9.4
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411194,"Banco de Dados II",9.7
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411182,"Lab. de Org. e Arquitetura de Computadores",9.5
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411177,"Engenharia de Software I",9.3
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1114114,"Métodos Estatisticos",7.1
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411175,"Org. e Arquitetura de Computadores I",9
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411190,"Redes de Computadores",8.9
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411187,"Análise e Técnica de Algoritmos",9
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1305219,"Direito e Cidadania",8.3
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411192,"Sistemas Operacionais",8.6
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411183,"Laboratório de Engenharia de Software",8.9
